name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,position,unique_id
Fernando_Luiz Rosa_272,3,2044,4,2,4,444,12,116,1786,396.80000000000007,18,0,0,40,15,1,114.19999999999999,534.6,22,2375,2,0,394,0,1,0,0,162,0,742,0,9605015,20,33,17,50,68,208,79,-191866,360946,552812,2037,19.0,0,5,494,114,392027
Filip_Benkovic_501,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,398,0,0,0,0,0,0,741,0,61574,0,0,0,47,52,0,0,-2712,283,2995,1900,19.0,0,0,418,76,722703
Florent_Hadergjonaj_197,0,730,2,0,1,307,4,55,549,395.7,9,1,0,11,36,0,76.2,286.8,23,1837,2,23,400,0,1,0,0,107,0,741,0,166056,14,12,1,43,55,80,50,-2154,4804,6958,1671,19.0,0,1,380,76,283727
Florian_Lejeune_314,0,562,0,0,0,209,4,69,430,82.49999999999999,3,0,0,11,13,0,35.300000000000004,211.59999999999997,6,1054,0,1,390,0,1,0,0,75,0,741,0,128517,1,10,4,43,47,59,35,1407,15624,14217,1676,19.0,0,0,570,76,452675
Florin_Andone_66,0,166,0,2,2,74,2,16,112,48.6,9,0,0,28,14,3,54.89999999999999,147.20000000000002,2,866,4,2,414,0,0,0,0,42,0,751,0,395362,61,2,5,44,51,361,38,5813,49052,43239,1900,19.0,2,5,114,152,94563
Floyd_Ayit?_186,0,192,1,0,0,91,0,10,154,117.49999999999999,8,0,0,6,13,1,28.0,90.00000000000001,9,466,4,1,402,0,0,0,0,36,0,740,0,232912,20,6,4,48,67,74,24,-4953,8361,13314,1645,19.0,0,0,342,114,267843
Fousseni_Diabat?_232,0,14,0,0,0,4,0,0,8,15.8,0,0,0,0,1,0,2.3,7.4,1,54,1,1,398,0,0,0,0,2,0,741,0,87298,0,0,0,47,52,0,1,-2429,1160,3589,1773,19.0,0,0,418,114,334267
Francisco_Femen?a Far_383,1,920,2,0,6,412,4,109,768,252.90000000000003,12,0,0,12,40,1,76.00000000000001,420.20000000000005,12,2043,3,13,384,0,1,0,0,125,0,744,0,2496796,20,21,1,54,57,87,66,79795,291501,211706,1612,19.0,0,1,684,76,552311
Fraser_Forster_329,0,19,0,0,0,13,0,1,6,0.0,0,0,0,0,3,0,2.2,22.2,0,90,0,0,388,0,0,0,0,5,0,745,3,1615474,0,0,0,48,62,0,2,-36958,13256,50214,1628,19.0,0,0,608,38,474335
Frederick_Woodman_553,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,277,0,0,0,0,0,0,663,0,228764,0,0,0,30,36,0,0,5426,14203,8777,1040,12.0,0,0,390,26,541749
Frederico_Rodrigues de Paula Santos_304,2,766,1,1,3,180,1,25,663,203.2,10,1,2,25,19,1,46.900000000000006,177.6,12,1039,1,4,392,0,1,0,0,105,0,744,0,3685013,25,10,12,57,62,87,40,-200833,59379,260212,2097,19.0,0,2,532,114,438235
Ga?tan_Bong_51,0,604,0,0,0,254,5,74,445,153.3,8,0,2,11,34,0,38.0,220.0,9,1805,0,8,414,0,2,0,0,113,0,751,0,354402,30,9,2,44,51,8,48,-2630,10280,12910,1690,19.0,0,0,114,76,72903
Gabriel Fernando_de Jesus_281,3,357,4,15,7,259,2,7,295,300.5000000000001,23,0,0,12,11,7,156.29999999999998,395.2,21,1017,14,0,394,0,0,0,0,39,0,742,0,4028660,44,3,12,50,68,864,79,-86524,297852,384376,3842,19.0,3,1,494,152,405023
Gary_Cahill_114,0,18,0,0,0,6,0,1,16,0.0,0,0,0,0,0,0,0.5,4.8,0,22,0,0,408,0,0,0,0,0,0,746,0,1408485,0,0,0,36,66,0,2,-48875,6912,55787,1943,19.0,0,0,228,76,163875
Gary_Madine_109,0,12,0,0,0,13,0,0,10,1.5,0,0,0,2,3,0,1.0,2.0,0,32,0,0,410,0,0,0,0,2,0,743,0,2418062,2,1,0,51,52,8,5,-34089,103304,137393,1680,19.0,0,0,190,152,156655
George_Marsh_612,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,55,0,0,0,0,0,0,215,0,399,0,0,0,3,9,0,0,138,212,74,270,4.0,0,0,102,18,130587
Georges-K?vin_Nkoudou_497,1,3,1,0,0,17,0,0,2,14.3,0,0,0,0,0,0,3.3,19.0,1,4,0,1,386,0,0,0,0,1,0,744,0,38145,0,0,0,49,57,0,4,-889,911,1800,1839,19.0,0,0,646,114,716927
Georginio_Wijnaldum_252,1,1771,2,3,9,470,18,53,1615,405.19999999999993,28,0,0,18,16,3,118.39999999999999,437.59999999999985,24,2723,2,1,396,0,0,0,0,181,0,741,0,2506315,58,21,15,44,67,338,108,22841,187293,164452,2090,19.0,1,3,456,114,363147
Gerard_Deulofeu_394,5,714,9,6,10,344,9,19,558,455.5999999999999,48,0,0,14,29,10,185.59999999999997,549.1999999999999,30,2064,34,4,384,0,0,0,0,70,0,744,0,5276969,105,3,24,54,57,856,133,520530,1041180,520650,2089,19.0,2,3,684,114,568195
Glenn_Murray_62,1,600,2,6,16,337,4,21,348,190.00000000000009,7,0,1,80,45,13,148.1,477.99999999999994,12,2501,38,0,414,0,1,0,0,47,0,751,0,7417834,49,6,24,44,51,835,129,266343,1257966,991623,2444,19.0,2,5,114,152,88787
Gonzalo_Higua?n_579,0,317,2,5,6,178,5,6,245,241.70000000000005,9,0,0,6,15,5,111.99999999999997,240.39999999999998,15,1084,11,0,165,0,0,0,0,28,0,470,0,2789975,35,5,12,8,35,644,53,136171,613711,477540,1408,7.0,1,0,90,60,320400
Grady_Diangana_539,1,242,3,0,0,86,2,6,189,174.5,21,0,0,4,13,0,46.2,115.00000000000001,12,600,1,2,333,0,0,0,0,37,0,720,0,178928,36,5,4,40,51,175,25,1283,24542,23259,1440,16.0,0,0,608,96,653648
Granit_Xhaka_17,3,2245,4,1,8,452,7,97,1916,674.0,6,3,1,45,37,4,152.60000000000002,634.6,40,2498,1,10,418,0,2,0,0,209,0,745,0,6349093,23,13,8,47,77,215,90,-140547,237862,378409,2008,19.0,1,10,38,114,23807
Greg_Cunninghamm_467,0,178,0,0,0,72,1,29,132,69.7,0,0,1,8,17,0,19.6,106.4,5,630,0,2,410,0,0,0,0,30,0,743,0,118663,2,3,1,51,52,19,9,-2965,1993,4958,1603,19.0,0,3,190,76,673607
Greg_Halford_97,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,410,0,0,0,0,0,0,743,0,65505,0,0,0,51,52,0,0,-1007,660,1667,1520,19.0,0,0,190,76,139327
Guido_Carrillo_350,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,388,0,0,0,0,0,0,745,0,10446,0,0,0,48,62,0,0,-135,161,296,2090,19.0,0,0,608,152,504659
Gylfi_Sigurdsson_172,6,995,10,9,20,662,15,56,759,1098.4999999999995,36,0,0,33,41,13,314.2,959.8000000000001,75,3122,3,22,404,0,0,3,0,160,0,739,0,14024082,60,24,20,45,55,1084,182,505853,1758392,1252539,2798,19.0,4,3,304,114,247627
H?ctor_Beller?n_4,5,783,4,0,5,304,4,55,659,197.8,14,0,3,16,21,0,73.7,261.6,8,1532,1,9,418,1,0,0,0,79,0,745,0,17843964,24,12,6,47,77,280,60,-575693,567088,1142781,2052,19.0,0,3,38,76,5035
H?lder_Costa_435,2,442,3,3,0,136,5,12,361,264.0,23,0,0,20,19,1,70.89999999999999,162.79999999999998,17,1333,6,3,380,0,0,0,0,76,0,744,0,1070327,80,12,9,40,53,280,52,-25571,55733,81304,1820,19.0,0,3,760,114,627399
H?vard_Nordtveit_593,1,228,1,0,0,70,0,24,188,31.400000000000002,1,1,0,5,10,0,12.4,93.0,3,361,0,0,166,0,0,0,0,25,0,440,0,4443,0,1,0,17,20,0,8,208,547,339,630,7.0,0,0,126,28,301847
Hamza_Choudhury_230,0,243,1,1,0,80,4,29,204,73.69999999999999,2,0,0,7,4,0,24.6,119.6,5,593,0,1,398,0,0,0,0,33,0,741,0,269867,6,1,1,47,52,51,20,-317,13682,13999,1648,19.0,0,0,418,114,331379
Harry_Arter_33,1,658,1,0,0,225,7,45,529,188.80000000000004,4,2,0,25,39,0,58.9,230.59999999999997,10,1999,2,6,410,0,0,0,0,128,0,743,0,451690,7,24,10,51,52,170,48,-9563,4493,14056,1868,19.0,0,10,190,114,46911
Harry_Kane_372,6,552,6,11,24,561,9,21,404,429.99999999999994,40,0,0,31,31,17,261.29999999999995,824.6,30,2423,10,4,386,0,0,0,0,59,0,744,0,49387726,87,5,32,49,57,1359,160,-1061779,2325974,3387753,4744,19.0,6,5,646,152,536427
Harry_Maguire_220,1,1743,1,1,10,533,6,208,1491,165.29999999999998,17,1,3,20,41,3,134.29999999999998,715.8000000000001,11,2596,4,0,398,0,0,0,0,197,1,741,0,24506145,9,13,12,47,52,462,92,-450213,466287,916500,2064,19.0,1,6,418,76,316939
Harry_Winks_368,0,1387,0,1,3,275,6,43,1273,168.6,17,0,0,16,17,1,50.699999999999996,268.2,7,1589,2,1,386,0,0,0,0,138,0,744,0,249612,28,10,6,49,57,71,53,2652,30209,27557,2090,19.0,1,4,646,114,530651
Harvey_Barnes_571,3,310,3,2,1,139,1,9,239,241.99999999999997,30,0,0,7,16,1,94.80000000000001,172.79999999999998,17,1001,2,3,186,0,0,0,0,41,0,510,0,239834,32,2,15,24,27,534,43,8920,44044,35124,935,9.0,0,0,187,51,360893
Harvey_Elliott_610,0,11,0,0,0,7,0,0,11,1.7,0,0,0,0,1,0,2.2,3.8,0,18,0,0,50,0,0,0,0,3,0,180,0,86555,0,0,0,5,4,17,2,32180,40096,7916,200,3.0,0,0,45,15,108770
Henrikh_Mkhitaryan_18,4,794,7,4,12,354,3,30,636,454.9000000000001,19,0,0,27,26,6,150.2,446.4,29,1637,3,6,418,0,0,0,0,125,0,745,0,14744063,59,18,18,47,77,600,98,-423149,1087822,1510971,2582,19.0,1,1,38,114,25251
Heung-Min_Son_367,8,749,5,5,17,489,10,13,644,507.99999999999994,46,0,1,11,23,12,219.89999999999995,690.6000000000003,33,2033,22,6,386,0,0,0,0,94,1,744,0,25276470,79,10,22,49,57,1002,159,646399,4038236,3391837,3253,19.0,3,2,646,114,529207
Heurelho_Gomes_373,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,384,0,0,0,0,0,0,744,0,678987,0,0,0,54,57,0,0,-11999,3944,15943,1641,19.0,0,0,684,38,537871
Hugo_Lloris_351,0,1047,0,0,10,691,12,35,770,0.0,0,1,4,0,33,0,86.00000000000001,858.1999999999999,0,2970,0,0,386,0,0,0,2,256,0,744,100,11921007,0,0,0,49,57,0,145,-80520,456506,537026,2061,19.0,0,0,646,38,506103
Ibrahima_Ciss?_521,0,34,0,0,0,16,0,8,29,2.1,1,0,0,1,4,0,1.4,11.600000000000001,0,86,0,0,402,0,0,0,0,9,0,740,0,182860,1,0,0,48,67,0,4,85,8437,8352,1659,19.0,0,0,342,114,751583
Idrissa_Gueye_168,2,1746,0,0,0,472,13,127,1472,311.3,22,0,1,54,31,0,111.10000000000001,629.2,18,2821,0,3,404,0,1,0,0,251,0,739,0,719625,37,38,7,45,55,168,78,-14396,17229,31625,1824,19.0,0,6,304,114,241851
Ilkay_G?ndogan_274,3,1993,6,1,10,528,13,50,1812,819.6999999999998,16,0,1,13,15,6,181.6,548.8,43,2129,0,11,394,0,0,0,0,154,0,742,0,5340601,20,11,17,50,68,447,113,24115,559197,535082,2068,19.0,0,3,494,114,394915
Isaac_Hayden_323,4,715,3,0,5,306,7,72,572,298.80000000000007,11,0,0,32,25,1,94.39999999999999,412.0,22,1857,0,4,390,0,0,0,0,120,1,741,0,1649491,29,24,6,43,47,232,69,72935,203020,130085,1658,19.0,0,3,570,114,465671
Isaac_Mbenza_514,1,232,2,0,0,127,0,9,174,118.50000000000001,5,0,0,8,25,1,40.0,110.4,7,977,5,5,400,0,0,0,0,52,0,741,0,46303,21,7,4,43,55,174,38,-613,1247,1860,2250,19.0,0,1,380,114,741475
Isaac_Success Ajayi_524,1,349,4,4,0,125,2,13,253,274.50000000000006,13,0,0,24,21,1,81.4,148.60000000000002,21,1033,12,1,384,0,0,0,0,60,0,744,0,6051743,35,10,11,54,57,394,42,107138,604622,497484,1733,19.0,0,4,684,152,755915
Issa_Diop_409,0,1134,0,0,6,561,7,253,974,52.30000000000001,4,1,3,18,43,1,94.79999999999998,733.0,4,2970,3,0,382,1,0,0,0,174,0,741,0,2231183,3,25,6,47,60,162,87,33803,166703,132900,1639,19.0,1,4,722,76,589855
Ivan_Cavaleiro_434,1,294,2,1,3,156,1,8,222,313.6,16,0,0,13,11,3,66.0,197.99999999999994,19,677,6,14,380,0,1,0,0,33,0,744,0,186478,31,4,7,40,53,156,48,-4475,17472,21947,1993,19.0,1,1,760,114,625955
J?rgen_Locadia_65,0,329,1,3,6,155,3,17,242,190.79999999999995,5,0,0,22,21,2,69.7,154.39999999999998,13,1225,11,4,414,0,0,0,0,57,0,751,0,562048,17,7,11,44,51,356,52,12391,70639,58248,2025,19.0,1,1,114,152,93119
Jack_Cork_82,2,1326,2,0,0,446,8,123,1081,309.70000000000016,26,0,2,30,63,1,104.3,491.4000000000001,19,3312,4,3,412,0,0,0,0,222,0,741,0,1304605,45,19,8,53,60,240,87,-33828,44971,78799,1781,19.0,0,6,152,114,117667
Jack_Simpson_32,0,234,0,1,0,73,1,36,192,1.9999999999999998,0,0,1,3,9,0,11.0,85.39999999999999,0,401,0,0,416,1,1,0,0,27,0,741,0,11722244,2,3,1,51,75,21,10,7250,321879,314629,1472,19.0,0,0,76,76,45467
Jack_Stephens_333,0,766,0,1,4,282,3,138,575,65.5,4,0,2,12,35,1,60.39999999999999,394.3999999999999,5,1697,0,0,388,0,1,0,0,121,0,745,0,568606,8,10,2,48,62,143,47,927,32041,31114,1627,19.0,0,4,608,76,480111
Jack_Wilshere_447,2,217,1,0,0,90,1,7,194,74.0,18,0,0,7,10,0,16.3,72.00000000000001,5,388,0,0,382,0,0,0,0,28,0,741,0,3079659,9,3,1,47,60,17,17,-210865,25943,236808,1834,19.0,0,2,722,114,644727
Jacob_Murphy_321,1,44,1,0,0,50,1,10,29,31.1,3,0,0,4,8,0,10.7,53.599999999999994,1,296,1,3,390,0,0,0,0,14,0,741,0,94718,8,2,1,43,47,22,16,-2173,2294,4467,1817,19.0,0,0,570,114,462783
Jairo_Riedewald_144,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,406,0,0,0,0,0,0,742,0,119277,0,0,0,55,49,0,0,-2605,1121,3726,1661,19.0,0,0,266,76,207195
Jamaal_Lascelles_312,1,1104,2,0,8,539,10,285,847,46.79999999999999,1,1,1,16,36,0,79.59999999999998,632.3999999999999,3,2745,1,0,390,0,0,0,0,179,0,741,0,8736782,5,17,9,43,47,113,95,-256164,180393,436557,1803,19.0,0,4,570,76,449787
James_Garner_602,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,123,0,0,0,0,1,0,366,0,611,0,0,0,14,18,0,1,110,197,87,495,6.0,0,0,154,33,238469
James_Maddison_233,7,1401,12,5,12,619,8,21,1173,1515.0,48,0,1,25,44,7,308.3999999999999,801.4000000000001,99,2831,2,15,398,0,0,1,0,124,1,741,0,15088948,60,25,31,47,52,769,137,203201,1935920,1732719,2562,19.0,1,3,418,114,335711
James_McArthur_147,7,1407,4,4,7,500,11,107,1112,457.20000000000005,15,0,0,60,49,3,161.29999999999998,666.8,31,3057,2,4,406,0,1,0,0,219,0,742,0,4846645,48,34,15,55,49,487,121,129722,458587,328865,1830,19.0,2,7,266,114,211527
James_McCarthy_166,0,6,0,0,0,3,0,1,6,0.1,0,0,0,0,0,0,0.5,5.2,0,14,0,0,404,0,0,0,0,1,0,739,0,77024,0,0,0,45,55,0,1,-11,3412,3423,1678,19.0,0,0,304,114,238963
James_Milner_254,5,1402,5,0,12,448,9,42,1188,725.1999999999999,14,0,0,28,13,5,169.19999999999996,587.2,44,1778,0,17,396,0,0,0,0,142,1,741,0,7917524,17,11,3,44,67,374,101,26313,685169,658856,2130,19.0,2,5,456,114,366035
James_Tarkowski_72,2,1141,0,3,7,524,7,330,792,69.8,7,1,1,35,63,3,154.5,1023.1999999999998,5,3086,4,1,412,0,0,0,0,135,0,741,0,12462263,9,18,10,53,60,450,97,-272059,379708,651767,1819,19.0,1,8,152,76,103227
James_Tomkins_138,1,1109,1,0,0,504,10,228,922,83.0,1,2,1,16,37,1,92.30000000000001,560.8000000000001,7,2561,1,0,406,0,0,0,0,113,0,742,0,7887474,5,16,13,55,49,276,86,-289622,226432,516054,1648,19.0,0,6,266,76,198531
James_Ward-Prowse_338,0,723,5,1,15,390,3,83,555,695.8000000000001,4,0,0,23,41,7,167.4,592.0,47,1940,3,12,388,1,1,0,0,112,0,745,0,2842697,18,9,3,48,62,387,94,180702,388011,207309,1950,19.0,1,4,608,114,487331
Jamie_Sterry_530,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,368,0,0,0,0,0,0,738,0,142511,0,0,0,41,46,0,0,451,6834,6383,1440,18.0,0,0,540,72,724086
Jamie_Vardy_234,5,414,7,17,31,598,11,34,274,419.90000000000003,12,0,0,19,36,18,244.6,821.9999999999999,32,2726,37,6,398,0,0,1,0,48,1,741,0,13661300,39,10,29,47,52,1206,174,224826,1875085,1650259,3393,19.0,7,3,418,152,337155
Jan_Bednarek_335,1,814,1,1,3,365,3,259,576,108.80000000000003,1,0,0,22,37,0,81.9,615.9999999999999,9,2150,0,0,388,0,0,0,0,131,0,745,0,12057404,7,16,2,48,62,91,49,181843,602758,420915,1499,19.0,0,7,608,76,482999
Jan_Vertonghen_355,0,1529,0,0,7,390,6,116,1338,116.70000000000003,10,0,0,10,23,1,72.69999999999999,445.4,4,1911,1,5,386,0,2,0,0,137,1,744,0,12025754,7,16,8,49,57,165,67,-326241,273947,600188,2250,19.0,0,3,646,76,511879
Jannik_Vestergaard_463,0,845,1,1,0,396,4,225,649,76.6,9,1,0,16,31,0,75.9,576.6,5,2027,1,0,388,0,0,0,0,123,0,745,0,667239,8,24,10,48,62,104,50,-20093,16721,36814,1780,19.0,0,2,608,76,667831
Jaroslaw_Jach_442,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,406,0,0,0,0,0,0,742,0,95714,0,0,0,55,49,0,0,-2180,640,2820,1520,19.0,0,0,266,76,637507
Jason_Puncheon_146,0,212,2,1,0,50,1,13,169,79.89999999999999,4,1,0,12,9,0,16.3,43.6,5,392,1,0,416,0,0,0,0,23,0,741,0,2074258,16,4,3,42,51,39,15,3511,130151,126640,1625,18.0,0,1,380,114,210083
Jason_Steele_439,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,414,0,0,0,0,0,0,751,0,3024610,0,0,0,44,51,0,0,-7507,38379,45886,1515,19.0,0,0,114,38,633175
Javier_Hern?ndez Balc?zar_419,4,322,3,7,10,276,6,10,229,111.99999999999999,12,0,0,9,20,7,93.4,300.99999999999994,5,1326,11,0,382,0,0,0,0,33,0,741,0,4827492,22,0,11,47,60,528,86,-71153,559624,630777,2363,19.0,2,2,722,152,604295
Javier_Manquillo_315,3,350,1,0,5,231,4,68,246,127.29999999999998,4,0,0,13,16,0,38.800000000000004,231.0,8,1098,1,3,390,0,0,0,0,58,0,741,0,459619,16,15,1,43,47,28,53,5642,35996,30354,1651,19.0,0,2,570,76,454119
Jayson_Molumby_617,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,13,0,0,0,0,0,0,38,0,0,0,0,0,4,1,0,0,0,0,0,45,1.0,0,0,3,3,21782
Jean Michael_Seri_456,3,1591,6,1,6,422,3,55,1386,849.3999999999999,17,2,1,32,54,1,147.49999999999994,460.19999999999993,57,2239,1,11,402,0,0,0,0,161,0,740,0,4510613,31,20,6,48,67,164,72,-55825,250095,305920,1956,19.0,0,6,342,114,657723
Jeff_Hendrick_78,2,663,1,2,3,243,4,42,495,205.29999999999998,12,0,1,17,44,2,70.6,233.79999999999998,12,2058,9,4,412,0,1,0,0,121,0,741,0,370890,40,8,6,53,60,269,73,-4128,12988,17116,2014,19.0,0,4,152,114,111891
Jefferson_Lerma_494,2,1562,2,1,6,410,9,158,1296,245.80000000000004,16,0,1,44,49,2,96.2,539.5999999999999,15,2505,3,2,416,1,0,0,0,233,0,741,0,707169,29,24,18,51,75,174,75,-3091,49287,52378,1710,19.0,0,12,76,114,712595
Jeffrey_Schlupp_141,3,629,1,5,3,301,4,49,479,240.5,22,0,1,25,26,4,105.69999999999999,385.20000000000005,16,1660,0,4,406,0,0,0,0,92,0,742,0,6660662,42,11,10,55,49,430,91,141945,606334,464389,1689,19.0,1,1,266,76,202863
Jermain_Defoe_46,0,3,0,0,0,12,0,0,1,0.0,0,0,0,0,2,0,2.6,3.0,0,22,0,0,416,0,0,0,0,0,0,741,0,1000847,0,0,0,51,75,23,4,-34976,10018,44994,2150,19.0,0,0,76,152,65683
Jerome_Sinclair_398,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,384,0,0,0,0,0,0,744,0,571639,0,0,0,54,57,0,0,9255,62664,53409,1693,19.0,0,0,684,152,573971
Jesse_Lingard_300,3,763,4,2,5,270,3,18,653,306.1,16,0,1,27,26,4,101.1,310.0,17,1657,7,2,392,0,0,0,0,65,0,744,0,7872634,36,12,10,57,62,395,78,-147681,660302,807983,2566,19.0,0,3,532,114,432459
Jo?o Filipe Iria_Santos Moutinho_475,8,1860,7,0,13,628,9,86,1580,1245.7999999999995,13,0,0,54,39,1,216.4,812.6,85,3030,0,31,380,0,1,0,0,265,0,744,0,9133101,35,27,10,40,53,102,119,269051,902683,633632,2022,19.0,0,4,760,114,685159
Joe_Bennett_94,1,693,0,0,4,433,9,152,498,237.10000000000002,22,0,0,20,50,0,77.8,442.79999999999995,14,2639,1,11,410,0,0,0,0,129,0,743,0,1179287,22,20,3,51,52,98,77,87,55850,55763,1690,19.0,0,5,190,76,134995
Joe_Bryan_510,1,953,9,0,4,397,5,109,716,385.40000000000003,15,1,0,25,54,0,108.10000000000001,469.2,24,2344,2,18,402,1,0,0,0,126,0,740,0,214194,30,26,7,48,67,226,52,3890,16921,13031,1838,19.0,0,5,342,76,735699
Joe_Hart_490,0,564,0,0,7,378,4,15,254,10.1,0,0,3,0,41,0,60.29999999999999,594.6000000000001,1,1710,0,0,412,0,0,0,1,152,0,741,77,15169333,0,0,0,53,60,0,69,-67584,549357,616941,1674,19.0,0,0,152,38,706819
Joe_Powell_547,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,299,0,0,0,0,0,0,696,0,11818,0,0,0,38,47,0,0,99,785,686,1305,14.0,0,0,551,87,599430
Joe_Ralls_98,0,781,5,1,0,232,5,61,539,481.09999999999997,4,0,0,29,40,0,96.69999999999997,284.59999999999997,33,1954,1,10,410,0,0,1,0,142,1,743,0,277149,17,15,7,51,52,204,45,-15392,9511,24903,1786,19.0,0,4,190,114,140771
Joe_Tupper_576,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,159,0,0,0,0,0,0,489,0,13154,0,0,0,30,26,0,0,759,1666,907,640,8.0,0,0,112,16,341000
Joel_Coleman_598,0,37,0,0,0,13,0,1,14,0.0,0,0,0,0,1,0,1.5,14.8,0,90,0,0,155,0,0,0,0,9,0,416,2,11986,0,0,0,15,24,0,2,956,1579,623,520,6.0,0,0,130,13,281190
Joel_Matip_243,0,1345,1,1,7,402,9,110,1165,57.900000000000006,5,0,0,12,12,1,55.900000000000006,414.59999999999997,3,1535,0,0,396,0,0,0,0,94,0,741,0,1048563,4,19,6,44,67,85,83,52297,133758,81461,1864,19.0,0,3,456,76,350151
Joel_Ward_441,0,187,0,1,0,68,0,41,137,28.9,1,0,0,8,14,1,20.5,131.8,2,551,1,0,406,0,0,0,0,30,0,742,0,472916,5,2,1,55,49,43,13,-13662,6453,20115,1643,19.0,0,1,266,76,636063
Johann Berg_Gudmundsson_76,7,491,5,0,6,339,5,68,357,574.1,17,0,0,10,39,3,141.09999999999997,456.19999999999993,36,1743,2,19,412,0,0,0,0,119,0,741,0,3813328,53,7,13,53,60,380,92,-59970,339643,399613,2174,19.0,0,2,152,114,109003
John_Ruddy_421,0,19,0,0,0,25,1,0,13,0.0,0,0,0,0,0,0,2.7,26.6,0,90,0,0,380,0,0,0,0,5,0,744,3,634937,0,0,0,40,53,0,7,-13220,5514,18734,1636,19.0,0,0,760,38,607183
John_Stones_262,0,1750,0,0,9,431,9,83,1647,115.5,6,0,1,6,15,0,54.1,376.59999999999997,5,1761,1,1,394,0,0,0,0,114,0,742,0,13846326,5,10,4,50,68,49,83,-259117,447594,706711,2009,19.0,0,1,494,76,377587
Jon Gorenc_Stankovic_522,0,293,0,2,2,127,2,37,220,28.2,1,1,0,9,20,1,29.499999999999996,166.6,2,715,0,0,400,0,0,0,0,39,0,741,0,7102315,2,13,5,43,55,101,24,121457,433611,312154,1490,19.0,0,2,380,76,753027
Jonas_L?ssl_191,1,1006,1,0,9,541,5,33,623,40.3,1,2,0,0,54,0,80.7,764.1999999999999,4,2777,0,0,400,0,0,0,1,266,0,741,88,3792935,1,0,0,43,55,4,99,-17369,130916,148285,1678,19.0,0,1,380,38,275063
Jonathan_Castro Otto_483,3,1072,2,2,9,488,8,123,835,447.3,31,1,1,23,39,1,133.3,523.4000000000001,31,2772,5,9,380,0,0,0,0,173,0,744,0,5151183,73,28,6,40,53,361,103,206998,554166,347168,1659,19.0,0,6,760,76,696711
Jonathan_Hogg_201,1,1543,1,0,3,326,5,95,1293,271.1,11,1,0,57,44,0,72.50000000000001,390.4,15,2369,1,2,400,0,0,0,0,236,1,741,0,633271,19,23,4,43,55,70,54,-6012,36051,42063,1676,19.0,0,8,380,114,289503
Jonathan_Walters_81,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,412,0,0,0,0,0,0,741,0,72945,0,0,0,53,60,0,0,-2663,1036,3699,1820,19.0,0,0,152,114,116223
Jonjo_Shelvey_318,1,629,2,0,2,170,5,23,448,351.7,10,0,0,16,13,1,73.19999999999999,226.2,24,943,0,4,390,0,0,0,0,84,0,741,0,1084744,6,6,11,43,47,154,39,-42858,15156,58014,2030,19.0,1,1,570,114,458451
Jonjoe_Kenny_161,1,427,1,0,0,134,1,48,305,102.70000000000002,5,0,1,10,15,0,28.0,166.20000000000002,6,789,0,4,404,0,0,0,0,53,0,739,0,411215,15,12,3,45,55,12,19,-4903,17705,22608,1618,19.0,0,1,304,76,231743
Jonny_Evans_222,0,1030,0,0,3,418,8,185,873,66.10000000000001,0,0,3,21,26,1,68.49999999999999,460.0000000000001,5,1993,0,1,398,0,1,0,0,114,0,741,0,815050,4,9,5,47,52,158,77,-3216,37348,40564,1836,19.0,0,2,418,76,319827
